sk_local;de_regiao;sg_uf;de_estado;nm_municipio;nm_bairro;nm_logradouro;nu_logradouro;cd_cep;vl_latitude;vl_longitude
4632;Região Nordeste;PE;Pernambuco;BELO JARDIM;CENTRO;RUA JOSE ROBALINHO;76;55150120;-8,3365622;-36,4233329
4633;Região Sul;PR;Paraná;GUARATUBA;COHAPAR;RUA MANOEL HENRIQUE;SN;83280000;-25,8773628;-48,5745532
4634;Região Sudeste;SP;São Paulo;PIRACICABA;TANQUINHO;SITIO RECANTO;SN;13400970;-22,7342864;-47,6480644
4635;Região Sudeste;SP;São Paulo;NOVO HORIZONTE;VALE FORMOSO;FAZENDA SAO FRANCISCO;SN;14960000;-21,4649748;-49,2246518
4636;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;OLARIA;RUA MARIA RODRIGUES;227;21031490;-22,8409923;-43,2579989
4637;Região Sul;RS;Rio Grande do Sul;QUARAI;CENTRO;RUA DOUTOR ACAUAN;246;97560000;-30,3905533;-56,4484634
4638;Região Sudeste;MG;Minas Gerais;CURVELO;TIBIRA;RUA LUCIO CARDOSO;451;35790000;-18,7640568;-44,4227463
4639;Região Nordeste;BA;Bahia;SALVADOR;COMERCIO;AVENIDA ESTADOS UNIDOS;52;40010020;-12,9721741;-38,5140284
4640;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM TAQUARAL;AVENIDA SARGENTO GERALDO SANT ANA;1100;04674901;-23,6635032;-46,6884871
4641;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;TRINDADE;RUA CONEGO BERNARDO;101;88036570;-27,594982;-48,5201861
4642;Região Sudeste;SP;São Paulo;LOUVEIRA;JARDIM NIERO;RUA ARMANDO STECK;2;13290970;-23,0837102;-46,9493563
4643;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;DONA CLARA;AVENIDA SEBASTIAO DE BRITO;780;31260000;-19,8620897;-43,9396245
4644;Região Centro-Oeste;GO;Goiás;RIO VERDE;CENTRO;AVENIDA PRESIDENTE VARGAS;632;75901290;-17,7940682;-50,9293163
4645;Região Sudeste;ES;Espírito Santo;VILA VELHA;PRAIA DE ITAPARICA;AVENIDA SANTA LEOPOLDINA;SN;29102225;-20,3427433;-40,2928373
4646;Região Sudeste;SP;São Paulo;PORTO FERREIRA;JARDIM PRIMAVERA;RUA DOUTOR ERLINDO SALZANO;568;13660000;-21,8563884;-47,4898169
4647;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM MARACA;RUA VALENTINO CARDOSO;171;05161100;-23,4856252;-46,7595558
4648;Região Sul;SC;Santa Catarina;CHAPECO;ELDORADO;AVENIDA LEOPOLDO SANDER D;350;89810168;-27,0951063;-52,6477673
4649;Região Sudeste;MG;Minas Gerais;ARAUJOS;CENTRO;RUA UBERLANDIA;378;35603000;-19,9459692;-45,1702555
4650;Região Norte;RR;Roraima;BOA VISTA;PARAVIANA;RUA RIO SOLIMOES;147;69306665;2,7704091;-60,7294456
4651;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;ASA SUL;AVENIDA W;3;70000000;-15,7620225;-47,8916364
4652;Região Sul;RS;Rio Grande do Sul;IGREJINHA;CENTRO;RUA JOAO LOURENCO SCHAEFFER;200;95650000;-29,5744828;-50,7870361
4653;Região Nordeste;PB;Paraíba;JOAO PESSOA;DOS ESTADOS;SHOPPING POPULAR MERCADO B DOS ESTADO;SN;58030000;-7,1194958;-34,8450118
4654;Região Sudeste;MG;Minas Gerais;MONTES CLAROS;MARACANA;RUA BELA VISTA;1276;39403064;-16,7649327;-43,8603256
4655;Região Centro-Oeste;MT;Mato Grosso;CAMPO VERDE;JUPIARA;TRECHO PAIAGUAS;SN;78840000;-15,5455462;-55,1662687
4656;Região Sudeste;SP;São Paulo;GUARULHOS;AGUA CHATA;AVENIDA MEDEIROS NETO VILA DINAMARCA;51;07251040;-23,4543148;-46,5336521
4657;Região Sul;RS;Rio Grande do Sul;SANTANA DO LIVRAMENTO;JARDINS;RUA JOSE FERRAO;1190;97576280;-30,8894713;-55,5063532
4658;Região Sudeste;SP;São Paulo;INDAIATUBA;JOAO PIOLI;RUA BENEDITO ESTEVAM;133;13348631;-23,1069215;-47,2392728
4659;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM ANGELA ZONA SUL;RUA DO CORREGO;19;04966000;-23,5526391;-46,5467294
4660;Região Sul;PR;Paraná;TELEMACO BORBA;DISTRITO INDUSTRIAL;RODOVIA DO PAPEL;;84261000;-24,327549;-50,6341875
4661;Região Centro-Oeste;MT;Mato Grosso;CAMPO VERDE;DISTRITO INDUSTRIAL II;AVENIDA NELSON CAMILO FERNANDES;1328;78840000;-15,550791;-55,1677572
4662;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;JARDIM VITORIA;RUA MANOEL TAVARES DE ALMEIDA;162;31970132;-19,8566184;-43,8876907
4663;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;AGRONOMIA;RUA ANTONIO JOSE SANTANA;715;91540180;-30,0277041;-51,2287346
4664;Região Sul;SC;Santa Catarina;JOINVILLE;BOM RETIRO;RUA TOME DE SOUZA;45;89223170;-26,259049;-48,8411847
4665;Região Sudeste;MG;Minas Gerais;DONA EUZEBIA;PEDRO DIAS MOREIRA;AVENIDA JOSE DIAS FILHO;193;36784000;-21,32151;-42,8058509
4666;Região Nordeste;PE;Pernambuco;CARUARU;SALGADO;RUA MANOEL MARTINS DE ARAUJO;203;55018330;-8,2744229;-35,9598284
4667;Região Sudeste;MG;Minas Gerais;ERVALIA;CENTRO;TRECHO JOAO LESSA;36;36555000;-20,8389725;-42,6563142
4668;Região Nordeste;PI;Piauí;SAO RAIMUNDO NONATO;CENTRO;AVENIDA GERSON A DE MACEDO;608;64770000;-9,0075118;-42,6926892
4669;Região Nordeste;BA;Bahia;SALVADOR;FEDERACAO;RUA PEDRO GAMA;31;40231020;-12,996592;-38,5006741
4670;Região Sudeste;SP;São Paulo;PITANGUEIRAS;ZONA RURAL;FAZENDA SANTA RITA;SN;14750000;-21,0106742;-48,2176007
4671;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;MOINHOS DE VENTO;RUA OLAVO BARRETO VIANA;63;90570070;-30,0242185;-51,2014104
4672;Região Sudeste;SP;São Paulo;GUARATINGUETA;CAMPINHO;RUA SANTA CLARA;722;12502080;-22,8174343;-45,1830556
4673;Região Sul;PR;Paraná;CURITIBA;VILA IZABEL;RUA PROFESSOR DARIO VELOSO;110;80320050;-25,4597009;-49,2901539
4674;Região Sudeste;RJ;Rio de Janeiro;SAO PEDRO DA ALDEIA;CENTRO;RUA APOLINARIO RODRI SOARES;400;28940255;-22,8681451;-42,1127345
4675;Região Centro-Oeste;MS;Mato Grosso do Sul;CAMPO GRANDE;VILA MORMAN;RUA BAHIA;1125;79010241;-20,4527132;-54,6038193
4676;Região Centro-Oeste;GO;Goiás;ITUMBIARA;SETOR NOVO HORIZONTE;RUA MIGUEL COUTO;1511;75532370;-18,4042847;-49,2324692
4677;Região Norte;RO;Rondônia;JI PARANA;CENTRO;AVENIDA MARECHAL RONDON;;76900082;-10,8758172;-61,9541311
4678;Região Sudeste;SP;São Paulo;SERTAOZINHO;SAO JOAO;AVENIDA NOSSA SENHORA APARECIDA;2113;14170150;-21,1365644;-48,0094498
4679;Região Sul;PR;Paraná;CURITIBA;XAXIM;RUA FRANCISCO DEROSSO;1404;81710000;-25,5027238;-49,265522
4680;Região Centro-Oeste;MS;Mato Grosso do Sul;CHAPADAO DO SUL;CENTRO;RUA QUATRO;1549;79560970;-18,8081157;-52,6236649
4681;Região Nordeste;PE;Pernambuco;RECIFE;IPUTINGA;AVENIDA CAXANGA;2456;50721000;-8,0458957;-34,9287604
4682;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;CANASVIEIRAS;RUA DOS EUCALIPTOS;221;88054150;-27,4304452;-48,4507713
4683;Região Nordeste;PE;Pernambuco;PAULISTA;VILA PRES VARGAS;RUA DOUTOR JOAQUIM LOUREIRO;95;53416640;-7,9534644;-34,8779009
4684;Região Nordeste;BA;Bahia;SALVADOR;ENGENHO VELHO DE BROTAS;AVENIDA VASCO DA GAMA;434;40240090;-12,9900297;-38,5039427
4685;Região Nordeste;BA;Bahia;ITAPETINGA;PRIMAVERA;RUA SAO BERNARDO;12;45700000;-15,2475119;-40,2509918
4686;Região Sul;SC;Santa Catarina;BLUMENAU;CENTRO;RUA XV DE NOVEMBRO;591;89010001;-26,9216277;-49,0627601
4687;Região Nordeste;PB;Paraíba;JOAO PESSOA;JARDIM CIDADE UNIVERSITA;AVENIDA WALFREDO MACEDO BRANDAO;1060;58052200;-7,1608228;-34,8384607
4688;Região Norte;TO;Tocantins;PALMAS;PLANO DIRETOR SUL;QUADRA 601 SUL AVENIDA JOAQUIM TEOTONIO SEGURADO 3;;77016330;-10,217929;-48,3330748
4689;Região Sul;RS;Rio Grande do Sul;NOVO HAMBURGO;OPERARIO;RUA DA REPUBLICA;152;93315540;-29,6742797;-51,1335421
4690;Região Sul;SC;Santa Catarina;CAMBORIU;SANTA REGINA;RUA LONDRES;13;88345599;-27,0235808;-48,6622854
4691;Região Sul;PR;Paraná;CAMPINA DO SIMAO;;ACESSO LOCALIDADE DE CAMPINA DO SIMAO;SN;85148000;-25,1089464;-51,8078964
4692;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTO AGOSTINHO;AVENIDA AMAZONAS;1323;30180002;-19,9234813;-43,9461969
