sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
449;47;Varejo;COMÉRCIO VAREJISTA;4754701;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA
604;47;Varejo;COMÉRCIO VAREJISTA;4761001;COMERCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICACOES
2312;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4211101;CONSTRUCAO DE RODOVIAS E FERROVIAS
3662;49;Transporte;TRANSPORTE TERRESTRE;4923002;OPERADORES TURISTICOS
605;47;Varejo;COMÉRCIO VAREJISTA;4773300;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
3447;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810202;GESTAO E ADMINISTRACAO DA PROPRIEDADE IMOBILIARIA
606;47;Varejo;COMÉRCIO VAREJISTA;4743100;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
2220;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1411802;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
4132;8;Mineração;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;0810002;APARELHAMENTO DE PLACAS E EXECUCAO DE TRABALHOS EM MARMORE, GRANITO, ARDOSIA E OUTRAS PEDRAS
3849;85;Serviços de Educação;EDUCAÇÃO;8520100;ENSINO DE ARTE E CULTURA NAO ESPECIFICADO ANTERIORMENTE
3598;49;Transporte;TRANSPORTE TERRESTRE;4923001;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
3873;85;Serviços de Educação;EDUCAÇÃO;8592999;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
4709;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2229399;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
3769;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5611202;CASAS DE FESTAS E EVENTOS
608;47;Varejo;COMÉRCIO VAREJISTA;4789004;COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING
609;47;Varejo;COMÉRCIO VAREJISTA;4771704;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MATERIASPRIMAS AGRICOLAS E ANIMAIS VIVOS
4445;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2593400;FABRICACAO DE ARTIGOS DE METAL PARA USO DOMESTICO E PESSOAL
2347;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4221903;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
242;47;Varejo;COMÉRCIO VAREJISTA;4772500;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
610;47;Varejo;COMÉRCIO VAREJISTA;4743100;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE
2386;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4292801;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS
611;47;Varejo;COMÉRCIO VAREJISTA;4752100;MANUTENCAO E REPARACAO DE GERADORES, TRANSFORMADORES E MOTORES ELETRICOS
1540;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4512901;COMPRA E VENDA DE IMOVEIS PROPRIOS
3498;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6209100;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
3620;49;Transporte;TRANSPORTE TERRESTRE;4924800;AGENCIAS DE VIAGENS
3653;49;Transporte;TRANSPORTE TERRESTRE;4930203;TRANSPORTE RODOVIARIO DE MUDANCAS
1381;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299706;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
1790;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4616800;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
3617;49;Transporte;TRANSPORTE TERRESTRE;4929904;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
612;47;Varejo;COMÉRCIO VAREJISTA;4789001;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO
2618;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
613;47;Varejo;COMÉRCIO VAREJISTA;4753900;MANUTENCAO DE REDES DE DISTRIBUICAO DE ENERGIA ELETRICA
614;47;Varejo;COMÉRCIO VAREJISTA;4759899;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO
615;47;Varejo;COMÉRCIO VAREJISTA;4756300;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
616;47;Varejo;COMÉRCIO VAREJISTA;4789004;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
617;47;Varejo;COMÉRCIO VAREJISTA;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE INSTRUMENTOS MUSICAIS E ACESSORIOS
188;47;Varejo;COMÉRCIO VAREJISTA;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
2218;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412602;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM
2564;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330499;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL
4072;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3314718;MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E MATERIAIS ELETRICOS NAO ESPECIFICADOS ANTERIORMENTE
3640;49;Transporte;TRANSPORTE TERRESTRE;4924800;LOCACAO DE AUTOMOVEIS SEM CONDUTOR
3641;49;Transporte;TRANSPORTE TERRESTRE;4923002;COLETA DE RESIDUOS NAOPERIGOSOS
3626;49;Transporte;TRANSPORTE TERRESTRE;4930203;PRODUCAO DE CARVAO VEGETAL  FLORESTAS PLANTADAS
618;47;Varejo;COMÉRCIO VAREJISTA;4744005;COMERCIO VAREJISTA DE VIDROS
4149;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5212500;CARGA E DESCARGA
1562;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS
620;47;Varejo;COMÉRCIO VAREJISTA;4789099;ATIVIDADES DE CONDICIONAMENTO FISICO
2234;64;Bens de Capital;ATIVIDADES DE SERVIÇOS FINANCEIROS;6463800;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
621;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
1476;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9609208;HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS
622;47;Varejo;COMÉRCIO VAREJISTA;4729699;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO
2724;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0210105;CULTIVO DE EUCALIPTO
3515;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6204000;AGENCIAS DE VIAGENS
623;47;Varejo;COMÉRCIO VAREJISTA;4789007;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES
624;47;Varejo;COMÉRCIO VAREJISTA;4781400;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
625;47;Varejo;COMÉRCIO VAREJISTA;4722901;FRIGORIFICO  ABATE DE BOVINOS
626;47;Varejo;COMÉRCIO VAREJISTA;4744001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
2428;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322301;INSTALACAO E MANUTENCAO ELETRICA
1983;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4649499;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
2576;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
2924;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0131800;CULTIVO DE LARANJA
4754;29;Indústria Automotiva;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;2930103;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA OUTROS VEICULOS AUTOMOTORES, EXCETO CAMINHOES E ONIBUS
3606;49;Transporte;TRANSPORTE TERRESTRE;4929902;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
1475;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9609299;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE
3655;49;Transporte;TRANSPORTE TERRESTRE;4930202;ATIVIDADES DE AGENCIAMENTO MARITIMO
2580;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329105;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE
508;47;Varejo;COMÉRCIO VAREJISTA;4789008;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA
2343;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4213800;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
4158;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5223100;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
2885;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9529106;REPARACAO DE JOIAS
1814;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4672900;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
4112;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3314799;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS
3657;49;Transporte;TRANSPORTE TERRESTRE;4921301;OPERADORES TURISTICOS
628;47;Varejo;COMÉRCIO VAREJISTA;4729699;CASAS LOTERICAS
4161;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5240199;ATIVIDADES AUXILIARES DOS TRANSPORTES AEREOS, EXCETO OPERACAO DOS AEROPORTOS E CAMPOS DE ATERRISSAGEM
2889;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9511800;SERVICOS DE MICROFILMAGEM
630;47;Varejo;COMÉRCIO VAREJISTA;4789099;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS
631;47;Varejo;COMÉRCIO VAREJISTA;4789099;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
3664;49;Transporte;TRANSPORTE TERRESTRE;4930202;SERVICOS DE REBOQUE DE VEICULOS
1413;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8291100;PROMOCAO DE VENDAS
116;47;Varejo;COMÉRCIO VAREJISTA;4761001;COMERCIO VAREJISTA DE LIVROS
3648;49;Transporte;TRANSPORTE TERRESTRE;4930201;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
3519;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6201501;ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
419;47;Varejo;COMÉRCIO VAREJISTA;4781400;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
632;47;Varejo;COMÉRCIO VAREJISTA;4751202;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
3742;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5620104;RESTAURANTES E SIMILARES
2770;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7830200;SELECAO E AGENCIAMENTO DE MAODEOBRA
633;47;Varejo;COMÉRCIO VAREJISTA;4753900;RECARGA DE CARTUCHOS PARA EQUIPAMENTOS DE INFORMATICA
634;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
3646;49;Transporte;TRANSPORTE TERRESTRE;4929902;TRANSPORTE ESCOLAR
3647;49;Transporte;TRANSPORTE TERRESTRE;4930202;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA
3248;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5911199;ATIVIDADES DE EXIBICAO CINEMATOGRAFICA
2047;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4613300;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
289;47;Varejo;COMÉRCIO VAREJISTA;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
295;47;Varejo;COMÉRCIO VAREJISTA;4772500;CABELEIREIROS, MANICURE E PEDICURE
3536;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3103900;FABRICACAO DE MOVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL
635;47;Varejo;COMÉRCIO VAREJISTA;4789006;COMERCIO VAREJISTA DE FOGOS DE ARTIFICIO E ARTIGOS PIROTECNICOS
3533;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3101200;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
3173;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8640209;SERVICOS DE DIAGNOSTICO POR REGISTRO GRAFICO  ECG, EEG E OUTROS EXAMES ANALOGOS
3165;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8640207;SERVICOS DE TOMOGRAFIA
4169;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE
637;47;Varejo;COMÉRCIO VAREJISTA;4763602;COMERCIO VAREJISTA DE MOVEIS
1446;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8291100;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
638;47;Varejo;COMÉRCIO VAREJISTA;4754702;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
4609;9;Mineração;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;0990403;ATIVIDADES DE APOIO A EXTRACAO DE MINERAIS NAOMETALICOS
639;47;Varejo;COMÉRCIO VAREJISTA;4763604;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES
4178;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5212500;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
2604;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399102;ALUGUEL DE ANDAIMES
2605;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322301;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
2387;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4292802;CONSTRUCAO DE EDIFICIOS
3334;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7732201;OBRAS DE MONTAGEM INDUSTRIAL
3522;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6201501;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
641;47;Varejo;COMÉRCIO VAREJISTA;4761003;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS
3373;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7732201;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MAQUINAS, EQUIPAMENTOS, EMBARCACOES E AERONAVES
3521;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6202300;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS
3309;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7721700;FABRICACAO DE JOGOS ELETRONICOS
642;47;Varejo;COMÉRCIO VAREJISTA;4742300;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
643;47;Varejo;COMÉRCIO VAREJISTA;4742300;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
644;47;Varejo;COMÉRCIO VAREJISTA;4744005;COMERCIO VAREJISTA DE MATERIAL ELETRICO
645;47;Varejo;COMÉRCIO VAREJISTA;4789005;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
2162;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412601;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
646;47;Varejo;COMÉRCIO VAREJISTA;4759899;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM
2670;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
2264;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
158;47;Varejo;COMÉRCIO VAREJISTA;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
4641;79;Serviços Administrativos;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;7911200;SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE
2801;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8121400;ATIVIDADES DE LIMPEZA NAO ESPECIFICADAS ANTERIORMENTE
647;47;Varejo;COMÉRCIO VAREJISTA;4751200;COMERCIO VAREJISTA DE MATERIAL ELETRICO
3605;49;Transporte;TRANSPORTE TERRESTRE;4929901;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
1457;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;RESTAURANTES E SIMILARES
4631;79;Serviços Administrativos;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;7912100;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO
1779;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4679604;EXTRACAO DE AREIA, CASCALHO OU PEDREGULHO E BENEFICIAMENTO ASSOCIADO
4401;53;Transporte;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;5320201;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL
4139;8;Mineração;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;0810099;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO
3272;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7711000;LOCACAO DE AUTOMOVEIS SEM CONDUTOR
2399;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE
2060;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4618499;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
1876;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4631100;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL
288;47;Varejo;COMÉRCIO VAREJISTA;4782201;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
1888;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4642702;COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO
4412;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS
1951;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4623101;COMERCIO ATACADISTA DE ANIMAIS VIVOS
3156;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8650006;ATIVIDADES DE FONOAUDIOLOGIA
4094;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3312102;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL, PARTES E PECAS
2921;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0111302;CULTIVO DE CAFE
2881;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9529101;REPARACAO DE CALCADOS, BOLSAS E ARTIGOS DE VIAGEM
2457;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329105;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS
648;47;Varejo;COMÉRCIO VAREJISTA;4789002;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS
4203;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
4447;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2599399;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS
2064;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4663000;FABRICACAO DE PRODUTOS DE TREFILADOS DE METAL PADRONIZADOS
2704;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7420001;EDICAO DE LIVROS
2063;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4681801;COMERCIO ATACADISTA DE ALCOOL CARBURANTE, BIODIESEL, GASOLINA E DEMAIS DERIVADOS DE PETROLEO, EXCETO LUBRIFICANTES, NAO REALIZADO POR TRANSPORTADOR RETALHISTA TRR
2250;64;Bens de Capital;ATIVIDADES DE SERVIÇOS FINANCEIROS;6463800;EXTRACAO DE MADEIRA EM FLORESTAS PLANTADAS
3053;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0133405;CRIACAO DE BOVINOS PARA LEITE
4148;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5212500;COMERCIO VAREJISTA DE BEBIDAS
1805;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4641903;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
